ID;FullName;global_id;ShortName;RegisterNumber;LegalAddress;country;city;street;house;ChiefPosition;ChiefName;WebSite;Email;INN;OGRN
240;Региональная общественная организация «Московская Федерация Го (Бадук)»;63809366;РОО «Московская Федерация Го (Бадук) »;219210;улица Гиляровского, дом 54, корпус 1;Россия;Москва;улица Гиляровского;дом 54, корпус 1;президент МФГ(Б);ГУЛЕВИЧ Александр Антонович;www.mfg.go-igo.ru;gulevich_alex@mail.ru;7702216317;1,03774E+12
241;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ДЖИУ-ДЖИТСУ»;63809367;РОО «Московская федерация джиу-джитсу»;219221;Профсоюзная улица, дом 66, корпус 1;Россия;Москва;Профсоюзная улица;дом 66, корпус 1;президент;Крутовских Сергей Сергеевич;;;7728219626;1,0277E+12
242;РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ КЕКУСИН-КАН КАРАТЭ-ДО»;63809368;РОО «Московская федерация кёкусин-кан каратэ-до»;219940;Большая Дорогомиловская улица, дом 9, корпус 2;Россия;Москва;Большая Дорогомиловская улица;дом 9, корпус 2;президент;Радченко Павел Викторович;;;7730181144;1,0678E+12
243;Региональная общественная организация «Московская федерация настольного тенниса»;63809369;РОО «Московская федерация настольного тенниса»;219701;Милютинский переулок, дом 18, строение 4;Россия;Москва;Милютинский переулок;дом 18, строение 4;президент;Пилип Марк Михайлович;;mttf@bk.ru;7708236447;1,0778E+12
244;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ПАРУСНОГО СПОРТА»;63809370;РОО «Московская федерация парусного спорта»;235758;Милютинский переулок, дом 18, корпус 4;Россия;Москва;Милютинский переулок;дом 18, корпус 4;исполнительный директор;Московцев Сергей Борисович;www.mfps.ru;mfps@bk.ru;7708235683;1,0678E+12
245;Региональная общественная организация «Московская федерация рукопашного боя и традиционного каратэ» (стиль фудокан каратэ-до);63809371;РОО «Московская федерация рукопашного боя и традиционного каратэ»;259659;улица Маршала Захарова, дом 23;Россия;Москва;улица Маршала Захарова;дом 23;ликвидатор;Коваль Алексей Сергеевич;;;7731042545;1,02774E+12
246;Региональная общественная организация «Московская федерация рыболовного спорта»;63809396;РОО «Московская федерация рыболовного спорта»;259471;улица Правды, дом 17/19;Россия;Москва;улица Правды;дом 17/19;президент;Козлов Александр Николаевич;;subal2004@yandex.ru;7714319155;1,0577E+12
247;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ТАНЦЕВАЛЬНОГО СПОРТА»;63809397;РОО «Московская федерация танцевального спорта»;219271;Волгоградский проспект, дом 46/15;Россия;Москва;Волгоградский проспект;дом 46/15;президент;Гулай Валерий Михайлович;;;7723161242;1,02774E+12
248;Региональная общественная организация «Московская Федерация ТХЭКВОНДО»;63809398;РОО «Московская федерация тхэквондо»;219277;улица Раменки, дом 19;Россия;Москва;улица Раменки;дом 19;президент;Терехов Анатолий Константинович;;;7729393031;1,03774E+12
249;Региональная общественная организация «Московская федерация футбола»;63809399;РОО «Московская федерация футбола»;219756;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Анохин Сергей Вячеславович;www.mosff.ru;mail@mosff.ru;7708021184;1,03774E+12
250;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ХОККЕЯ НА ТРАВЕ»;63809400;РОО «Московская федерация хоккея на траве»;235739;Крылатская улица, дом 2, корпус 19;Россия;Москва;Крылатская улица;дом 2, корпус 19;генеральный директор-вице-президент;Базаев Владимир Викторович;;;7731005092;1,0978E+12
251;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ЭСТЕТИЧЕСКОЙ ГИМНАСТИКИ»;63809401;РОО «Московская федерация эстетической гимнастики»;235743;Одесская улица, дом 14, корпус 1;Россия;Москва;Одесская улица;дом 14, корпус 1;президент;Краснов Александр Викторович;;madonna.sdg@mail.ru;7710476661;1,0778E+12
252;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКИЙ ФИЗКУЛЬТУРНО-СПОРТИВНЫЙ КЛУБ «СЕМЬЯ»;63809402;РОО «Московский физкультурно-спортивный клуб «Семья»;259140;7-я Парковая улица, дом 16, корпус 1;Россия;Москва;7-я Парковая улица;дом 16, корпус 1;президент;Агеева Екатерина Петровна;;;7719188516;1,0377E+12
253;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ МОСКОВСКИЙ ФУТБОЛЬНО-СПОРТИВНЫЙ КЛУБ ВЕТЕРАНОВ ВОЙНЫ В АФГАНИСТАНЕ И УЧАСТНИКОВ ВОЕННЫХ КОНФЛИКТОВ «ВЕТЕРАН-СПОРТ»;63809570;РОО «Московский футбольно-спортивный клуб ветеранов войны в Афганистане и участников военных конфликтов «Ветеран-спорт»;259480;Зубовский бульвар, дом 2-4, корпус 2;Россия;Москва;Зубовский бульвар;дом 2-4, корпус 2;председатель ОРГ-И;Матиевич Александр Аркадьевич;;;7704204564;1,02774E+12
254;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «СОДРУЖЕСТВО ВЕТЕРАНОВ РЕГБИ - «ЗОЛОТЫЕ СТАРИКИ»;63809404;РОО «Содружество ветеранов регби - «Золотые старики»;259475;улица Алабяна, дом 3;Россия;Москва;улица Алабяна;дом 3;президент;Дайнеко Юрий Викторович;;;7743068925;1,03774E+12
